gene_id	symbol	entrez	baseMean	log2FoldChange	lfcSE	pvalue	padj	significant
ENSG00000160200	CBS	875	835.373102741495	1.2257681313716	0.102579318221232	4.69319206255163e-34	7.40534039301151e-32	TRUE
ENSG00000162772	ATF3	467	374.186303130008	1.89344595631997	0.159002049665055	4.98984545886595e-34	7.80185018609414e-32	TRUE
ENSG00000145777	TSLP	85480	152.68363291452	-2.74655238049337	0.231742685101103	8.63483494391097e-34	1.33793266847139e-31	TRUE
ENSG00000128923	MINDY2	54629	1417.96004428338	1.02484987970881	0.0864631373043811	2.10937944711272e-33	3.23921581347248e-31	TRUE
ENSG00000174306	ZHX3	23051	3240.00192928278	1.11458878476181	0.0946940528897422	3.80588400334382e-33	5.79269017464693e-31	TRUE
ENSG00000173918	C1QTNF1	114897	993.961725760664	1.23682438520173	0.1054573867027	7.47597757973908e-33	1.12788893328011e-30	TRUE
ENSG00000114098	ARMC8	25852	1011.81422044271	1.32875862700081	0.113479298925313	7.98641835120047e-33	1.1944209497591e-30	TRUE
ENSG00000123562	MORF4L2	9643	5047.88015767517	1.01464790175146	0.0866224257014232	1.07274629741072e-32	1.59053134216957e-30	TRUE
ENSG00000125868	DSTN	11034	15875.1517894994	0.904900958080161	0.0774732300916717	1.92391100797734e-32	2.8281491817267e-30	FALSE
ENSG00000164125	GASK1B	51313	5605.14556810232	1.11010168694751	0.0953626310979304	2.26857784903763e-32	3.3065483411524e-30	TRUE
ENSG00000103485	QPRT	23475	866.801306175567	-1.19779365291171	0.103070797192034	2.61269909864431e-32	3.77611863845239e-30	TRUE
ENSG00000114270	COL7A1	1294	1549.01755184597	1.21643507097254	0.104868168444624	2.99468585532449e-32	4.29213350214383e-30	TRUE
ENSG00000139289	PHLDA1	22822	1979.36325347432	-0.980115002366905	0.08443167721188	3.35682856946974e-32	4.77141277407522e-30	FALSE
ENSG00000109861	CTSC	1075	4064.34026769822	1.00472819066121	0.0865473306618811	3.65515808010188e-32	5.15287408357969e-30	TRUE
ENSG00000077684	JADE1	79960	1573.12192988126	1.1837196757365	0.102187925299473	3.81220033012262e-32	5.3305718274617e-30	TRUE
ENSG00000110756	HPS5	11234	996.773036356035	1.55184073230889	0.135899929305606	1.29545722041496e-31	1.79682005918685e-29	TRUE
ENSG00000138829	FBN2	2201	15708.434657503	1.88718575415626	0.167017605661346	1.44502305236627e-31	1.98823611821179e-29	TRUE
ENSG00000143320	CRABP2	1382	1495.13886152724	-1.61392804542169	0.142142459271519	2.21094628094711e-31	3.01794167349281e-29	TRUE
ENSG00000164442	CITED2	10370	7523.53074020468	1.52547216134948	0.13440920234988	2.29222685363258e-31	3.1042527287895e-29	TRUE
ENSG00000144369	FAM171B	165215	1305.67336235188	-1.32969054890975	0.116941358235238	3.27975563401811e-31	4.40691540230293e-29	TRUE
ENSG00000155130	NA	NA	5663.7517795752	-1.17542972016976	0.10336493793533	3.31267284527864e-31	4.41664033069359e-29	TRUE
ENSG00000181467	RAP2B	5912	632.004144221465	-1.25761050635645	0.110443328367769	4.29324508362838e-31	5.67996324564035e-29	TRUE
ENSG00000196507	TCEAL3	85012	990.245590990563	1.04165897844539	0.0925551922037379	2.70479207320242e-30	3.55112357763423e-28	TRUE
ENSG00000008256	CYTH3	9265	3722.0531363226	1.16271396840475	0.104658910171606	5.46850254087207e-30	7.125210242459e-28	TRUE
ENSG00000154864	PIEZO2	63895	153.473473612223	-2.52882567266486	0.228937028140167	8.24641291536164e-30	1.06639139647598e-27	TRUE
ENSG00000116584	ARHGEF2	9181	2254.62804164653	-1.00280728659682	0.0903156908228347	1.06951346339068e-29	1.3727285117057e-27	TRUE
ENSG00000177283	FZD8	8325	115.233294913977	2.44883413201254	0.221798075023931	1.1465412791304e-29	1.46069358961213e-27	TRUE
ENSG00000140545	MFGE8	4240	9213.0107902198	1.09492542902938	0.100313175590597	8.02914211313042e-29	1.01539128826272e-26	TRUE
ENSG00000146592	CREB5	9586	670.704437097575	-2.01420202391326	0.187259491978528	8.52454834401099e-29	1.07017304356675e-26	TRUE
ENSG00000133216	EPHB2	2048	344.61869668871	-1.7449755583771	0.161214095727294	1.2443906939941e-28	1.55088953231916e-26	TRUE
ENSG00000072958	AP1M1	8907	2132.44392310662	1.06913629770494	0.0988369163373381	2.52637333659003e-28	3.1259780587059e-26	TRUE
ENSG00000163491	NEK10	152110	160.547638187659	-2.45752632713502	0.229328690917501	3.04466608333521e-28	3.74037228337731e-26	TRUE
ENSG00000205978	NYNRIN	57523	1603.91533913802	-1.14053229177751	0.105861938512112	3.35429782444589e-28	4.09152966543581e-26	TRUE
ENSG00000243244	STON1	11037	997.85075486879	1.38738905726165	0.129640505680597	4.90666848475452e-28	5.9429430471333e-26	TRUE
ENSG00000233117	NA	NA	77.7681206461437	3.33279126146436	0.311538730445602	5.72110329056408e-28	6.88092695765116e-26	TRUE
ENSG00000096060	FKBP5	2289	2568.0875265921	3.9683692281726	0.383260772975905	8.42457885255657e-28	1.00621063670223e-25	TRUE
ENSG00000136546	SCN7A	6332	5000.69682599411	1.34269198261711	0.126696434782987	1.07307477350548e-27	1.27281469169108e-25	TRUE
ENSG00000092621	PHGDH	26227	1233.66849211933	-1.40503166579666	0.132462479907476	1.30336469964601e-27	1.53538147049396e-25	TRUE
ENSG00000127083	OMD	4958	305.066190477375	1.78269826974038	0.168453861504629	1.67814675604741e-27	1.96343170457547e-25	TRUE
ENSG00000187498	COL4A1	1282	2286.37966892863	1.29549199367423	0.122375024391245	2.19241808440477e-27	2.54779720497821e-25	TRUE
ENSG00000183160	TMEM119	338773	2993.00746857521	-1.15680973572659	0.10992347583024	4.87502181361146e-27	5.62721477666467e-25	TRUE
ENSG00000166482	MFAP4	4239	26396.1269704638	-0.955477240561271	0.0906230597552982	5.35608554767884e-27	6.14128768896856e-25	FALSE
ENSG00000123243	ITIH5	80760	13812.5913100809	-0.942935551243798	0.0896554876466829	7.30658171613282e-27	8.32224496263367e-25	FALSE
ENSG00000102466	FGF14	2259	665.786680970261	1.19590343875871	0.114097234165566	7.42418058909873e-27	8.40055802315192e-25	TRUE
ENSG00000126878	AIF1L	83543	93.4830975593276	-2.62380380227752	0.250915880404034	8.67965303437968e-27	9.75695114629387e-25	TRUE
ENSG00000165507	DEPP1	11067	18386.9635568215	1.52728637939496	0.146947721535875	8.91898970503474e-27	9.96088986603199e-25	TRUE
ENSG00000180914	OXTR	5021	569.820836089202	1.84322908354807	0.177224127358306	1.06592735617528e-26	1.18276674831346e-24	TRUE
ENSG00000069431	ABCC9	10060	850.662038439191	1.04014925342993	0.0992893493134991	1.11444107129294e-26	1.22867128110047e-24	TRUE
ENSG00000177666	PNPLA2	57104	1703.74752787242	1.08257754673347	0.103595709496293	1.2937816845385e-26	1.41730899314507e-24	TRUE
ENSG00000177674	AGTRAP	57085	752.603026214405	1.09666176288207	0.105023719935995	1.42536624413537e-26	1.55157430587875e-24	TRUE
ENSG00000099204	ABLIM1	3983	850.03016627608	1.4030100667876	0.135860330309267	2.78228189658876e-26	3.00958907795158e-24	TRUE
ENSG00000131386	GALNT15	117248	11511.870706204	1.5836878780068	0.154674567316388	2.88095238945568e-26	3.09684375914051e-24	TRUE
ENSG00000112773	TENT5A	55603	517.691488391865	-1.18018823210251	0.113910939619158	3.0334526862425e-26	3.24051880439036e-24	TRUE
ENSG00000125848	FLRT3	23767	178.982191682127	-2.4372857457658	0.239537354674481	4.13764511711393e-26	4.39279989933596e-24	TRUE
ENSG00000127954	STEAP4	79689	287.083457020888	5.11172838325185	0.508421630041046	4.78345232764202e-26	5.04727586399479e-24	TRUE
ENSG00000162496	DHRS3	9249	3699.43191730252	1.06935340046747	0.103710401852062	5.34155256440367e-26	5.60179039970602e-24	TRUE
ENSG00000110900	TSPAN11	441631	263.21881946812	-1.44185889864267	0.140071892452221	5.68839866350612e-26	5.92937991597829e-24	TRUE
ENSG00000148120	AOPEP	84909	745.136599938083	1.0858878283048	0.105298075390804	5.79348928816396e-26	6.00254351006819e-24	TRUE
ENSG00000169738	DCXR	51181	628.486249377048	2.05924461725029	0.203374260657995	6.1966408836241e-26	6.38179799745214e-24	TRUE
ENSG00000035664	DAPK2	23604	634.242747434033	1.65221852267244	0.162802053939532	1.07845952558511e-25	1.10407293931776e-23	TRUE
ENSG00000164742	ADCY1	107	354.388186317743	-2.54193391531873	0.254506776838091	1.45380930337973e-25	1.47953054490106e-23	TRUE
ENSG00000197043	ANXA6	309	14142.4652510278	0.906542800561785	0.0887749452739102	1.85945476545241e-25	1.88122132417741e-23	FALSE
ENSG00000102554	KLF5	688	149.806003055528	2.43744704981515	0.241740758217383	2.22921098870205e-25	2.2421169470577e-23	TRUE
ENSG00000023909	GCLM	2730	1930.51287632328	1.20015935922355	0.118674270976877	3.02431347201679e-25	3.02413763983819e-23	TRUE
ENSG00000172061	LRRC15	131578	231.757801313886	-2.50875868889697	0.251717679450844	3.3140574142967e-25	3.2947094490456e-23	TRUE
ENSG00000237697	NA	NA	127.038607835993	1.98673662745129	0.197397422575094	5.01548219477825e-25	4.95754472804546e-23	TRUE
ENSG00000138073	PREB	10113	1699.95333756139	1.08237743527604	0.107400268349598	5.80498728798684e-25	5.70514150663347e-23	TRUE
ENSG00000183044	ABAT	18	499.446096456298	1.13753225641342	0.112737040181642	6.11909038822138e-25	5.9796724765352e-23	TRUE
ENSG00000163697	APBB2	323	2269.82397184498	1.06164025650027	0.105774434965488	9.00253683627493e-25	8.74771926819732e-23	TRUE
ENSG00000091527	CDV3	55573	4878.12152538178	0.752882573762478	0.0748136403490656	9.16412705077054e-25	8.85470905315744e-23	FALSE
ENSG00000164070	HSPA4L	22824	592.655176222975	-1.299952281723	0.13006658278769	9.67968218924935e-25	9.30060636720109e-23	TRUE
ENSG00000174136	RGMB	285704	2836.53120805247	-0.95536549100567	0.0951275411720192	1.017368362599e-24	9.72095470463342e-23	FALSE
ENSG00000131446	MGAT1	4245	5370.67580944535	0.851166897435572	0.0846212838232248	1.03260885955113e-24	9.8120661742651e-23	FALSE
ENSG00000099194	SCD	6319	786.459162740986	-1.95887104800993	0.198719049810729	1.11921539046327e-24	1.05765854398779e-22	TRUE
ENSG00000120837	NFYB	4801	1844.95504014827	1.017983181669	0.101549249520891	1.13077869160672e-24	1.06274659655431e-22	TRUE
ENSG00000164292	RHOBTB3	22836	14418.812107609	1.0294445751267	0.10299007611189	1.42175217180451e-24	1.32895193493836e-22	TRUE
ENSG00000177614	PGBD5	79605	133.379868383255	-2.52025548615636	0.256219268647512	1.86853748948054e-24	1.73713385305815e-22	TRUE
ENSG00000152580	IGSF10	285313	6005.31861968581	-1.13579446435361	0.114471566197258	1.99676998567931e-24	1.84636811740314e-22	TRUE
ENSG00000013297	CLDN11	5010	3438.45172073999	-1.74049600820946	0.17792681346942	2.34728892356264e-24	2.15887819231839e-22	TRUE
ENSG00000132356	PRKAA1	5562	2387.56944110656	0.851992461497289	0.0854665920973668	2.40202373873604e-24	2.19746841928304e-22	FALSE
ENSG00000008311	AASS	10157	723.124124577144	1.07620637521846	0.108446164207964	3.01999979695817e-24	2.73373560567808e-22	TRUE
ENSG00000128510	CPA4	51200	164.394096401041	-2.21916335826428	0.225424647980693	3.01526974387809e-24	2.73373560567808e-22	TRUE
ENSG00000173221	GLRX	2745	1986.27290142603	0.987066016543701	0.0997345921286983	4.36916438519769e-24	3.93430671523639e-22	FALSE
ENSG00000081052	COL4A4	1286	207.54481933717	1.87496909142586	0.19113171240175	4.79161118351321e-24	4.29223545548144e-22	TRUE
ENSG00000127824	TUBA4A	7277	229.112195709338	-1.53356088140354	0.155887072475621	4.85444991410311e-24	4.32599399340204e-22	TRUE
ENSG00000126950	TMEM35A	59353	787.784330234144	-1.67756616125742	0.171767956129839	5.01019327981604e-24	4.44176877420392e-22	TRUE
ENSG00000088756	ARHGAP28	79822	686.895989116922	-1.61755666888376	0.165862821497743	5.77550761364464e-24	5.09399771523458e-22	TRUE
ENSG00000170624	SGCD	6444	2125.43184399239	-1.11793018854053	0.113993817788127	7.4036185415748e-24	6.49667527023189e-22	TRUE
ENSG00000134253	TRIM45	80263	137.204790959623	-1.92216085310683	0.196493778946191	8.33549334325505e-24	7.27726649800222e-22	TRUE
ENSG00000167992	VWCE	220001	251.995272016514	-1.49676111975331	0.153437822139951	1.11364752099367e-23	9.67354733008596e-22	TRUE
ENSG00000173068	BNC2	54796	2798.50783419569	-0.856678524436574	0.0871739718952201	1.12930323268913e-23	9.76024437136704e-22	FALSE
ENSG00000164484	TMEM200A	114801	818.329511864192	-1.18557232735157	0.121500277404115	1.18576573888543e-23	1.01969924715452e-21	TRUE
ENSG00000152601	MBNL1	4154	5832.72273983331	0.84746687775275	0.086859874452406	2.17615879801868e-23	1.86207737149867e-21	FALSE
ENSG00000118689	FOXO3	2309	5173.40362033442	1.23817014114981	0.128304142466326	3.13952300322323e-23	2.67310178873448e-21	TRUE
